sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,adj_interval_length,adj_max_length,adj_min_length,air_watts,amps,anti_tip_device,attachment_type,bag_electrostatic,bag_fill_style,bag_filter_inc,bag_filter_qty,bag_filtration,bag_layers,bag_type,brand,brush_adjustable,brush_diameter,brush_material,brush_qty,brush_removable,brush_shapes,brush_side_qty,brush_side_size,brush_size,brush_total_qty,bumper_depth,bumper_fit,bumper_size,bumper_width,capacitors,capacity_gal,cfm,charge_time,clean_path_width,color,combo_floor_switch,connection_type,cordless_battery,cordless_runtime,cord_auto_rewind,cord_hook_adjust,cord_management,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decibels,description,description_specs,diameter,dirt_capacity,discontinued,drive_train,edge_clean,electric,exhaust_cyclonic,exhaust_opening,filter_efficiency,filter_microns,filter_type,filter_washable,filtration_method,fit,flexible,gallery,gearbox,gift_message_available,gtin12_upc,handheld,handle_adjust,handle_carry,handle_ergonomic,handle_folds,handle_swivel,hanger_max_length,hanger_washable,has_options,headlight,height_settings,height_settings_auto,hose_air_relief_valve,hose_crushproof,hose_length_feet,hose_power_switch,hose_type,image,image_label,inc_p_bags,inc_p_carpet_tool,inc_p_crevice_tool,inc_p_dusting_brush,inc_p_extractor_wand,inc_p_floor_tool,inc_p_hose,inc_p_hygiene_cap,inc_p_micro_filter,inc_p_micro_strip,inc_p_misc,inc_p_motor_filter,inc_p_upholstery_tool,inc_p_wand,indicator_bag_full,indicator_brush_obstruction,indicator_dirt_sensor,indicator_filter_replace,indicator_motor_status,indicator_on_off_light,indicator_roller_replace,inlet_auto_on,inlet_connection,inlet_door_style,inlet_lights,inlet_use_trim,maintenance,main_motor_rpm,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,motor_air_discharge,motor_bearing,motor_brush,motor_cobr_material,motor_duty_cycle,motor_electric_conn,motor_fabr_material,motor_fan_diameter,motor_fan_style,motor_fashcoat,motor_frequency,motor_hp,motor_ins_class,motor_name,motor_qty,motor_speeds,motor_stages,motor_temp_high,motor_temp_low,motor_therm_protect,motor_type,motor_watts,movement_power,msrp,msrp_display_actual_price_type,msrp_enabled,muffler_hookup,muffler_shape,name,name_alternative,neck_movement,news_from_date,news_to_date,noise_level,operating_radius_feet,options_container,org_etl_listed,org_gl_approved,org_leed_certified,org_ul_recognized,pad_driver_incl,page_layout,part_model_number,part_store_number,pdf_manuals,pdf_spec_sheet,powerhead_removable,power_control_variable,power_cord_detachable,power_cord_length_feet,power_reset_btn,power_safety_shutoff,power_settings,power_settings_auto,price,product_applications,product_bumper_included,product_family_series,product_finish,product_height_inches,product_length_inches,product_material,product_tool_storage,product_video_youtube_link,product_warranty,product_width_inches,psi,pvc_degree,pvc_style,pvc_type,qty_in_pack,receptacle_type,recovery_capacity,replacement_part,required_options,roller_material,roller_motor,roller_motor_controls,roller_rpm,safety_guard,scraped,sealed_system,short_description,small_image,small_image_label,solution_capacity,special_from_date,special_order,special_price,special_to_date,square_ft,squeegee_width,status,switch_loc,system_type,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,utility_valve,visibility,visual_interface_type,voltage,wand_included,waterlift,weight,wet_dry,wet_dry_drain_required,wheels,wheels_swivel,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
VC:0040,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,1.19,0.000,,0.00,Blue,,,,,Yes,No,,,,"2016-04-27 13:47:00",,,,,0.00,test,,,,No,,,,,,,,Cartridge,No,HEPA,,,,,0,4002515536476,,Yes,,Yes,,,,,0,Yes,0,Yes,,,,,,,,,,"SFD 10 Extended Crevice tool","SSP 10 Dusting brush",,"SBB 300-3 Parquet Twister floor brush,SEB 236 Electro Premium Electrobrush",,,,,,,"Standard Upholstery tool","Stainless steel telescopic wand",Yes,Yes,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Vortex,0,,0,,,,,,,,"Use config","Use config",,,"Miele Complete C3 Marin Blue Canister Vacuum",,,,,,36.00,"Product Info Column",,No,No,No,,,Marin,41GJE032USA,http://www.mieleusa.com/MieleMedia/docs/products/OpIn/manuals_pdf/Vacuums/Complete_C3_%20Alize_Calima_Cat_Dog_HomeCare_Kona_Marin.pdf,,Yes,Yes,No,0.00,,Yes,6,Yes,1099.0000,,Yes,"Complete C3",,0.00,0.00,,Yes,https://youtu.be/Sxi-KzQMNw4,"7 Year Motor &amp; Casing, 1 Year All Other Components",0.00,,,,,0,,,,0,,Yes,Yes,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:00",miele-complete-c3-marin-blue-canister-vacuum,miele-complete-c3-marin-blue-canister-vacuum.html,No,4,Digital,0,,0.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0041,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,1.19,0.000,,0.00,Black,,,,,Yes,No,,,,"2016-04-27 13:47:00",,,,,0.00,test,,,,No,,,,,,,,Cartridge,No,AirClean,,,,,0,4002515536582,,Yes,,Yes,,,,,0,No,0,No,,,,,,,,,"STB 205-3 Turbobrush","Standard Crevice Tool","Standard Dusting Brush",,"SBB 300-3 Parquet Twister Floor Tool",,,,,,,"Standard Upholstery tool",,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Vortex,0,,0,,,,,,,,"Use config","Use config",,,"Miele Compact C2 Onyx Black Canister Vacuum",,,,,,33.00,"Product Info Column",,No,No,No,,,Onyx,41DAE031USA,,,Yes,Yes,No,0.00,,Yes,6,No,499.0000,,Yes,"Compact C2",,0.00,0.00,,Yes,https://youtu.be/Sxi-KzQMNw4,"7 Year Motor &amp; Casing, 1 Year All Other Components",0.00,,,,,0,,,,0,,No,No,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:00",miele-compact-c2-onyx-black-canister-vacuum,miele-compact-c2-onyx-black-canister-vacuum.html,No,4,None,0,,0.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0042,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,0.00,0.000,,0.00,White,,,,,Yes,No,,,,"2016-04-27 13:47:01",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,4002515536575,,No,,No,,,,,0,No,0,No,,,,,,,,,,"Standard Crevice Tool","Standard Dusting Brush",,,"Non-Electric Hose",,,,"SBD 285-3 Combination Tool",,"Standard Upholstery Nozzle","Telescopic Stainless Steel Wand",Yes,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Miele Compact C2 Quartz White Canister Vacuum",,,,,,33.00,"Product Info Column",,No,No,No,,,Quartz,41DAE030USA,http://www.mieleusa.com/MieleMedia/docs/products/OpIn/manuals_pdf/Vacuums/Compact_C2.pdf,,No,Yes,No,0.00,,Yes,6,No,429.0000,,No,"Compact C2",,0.00,0.00,,No,,"7 Year Motor &amp; Casing, 1 Year All Other Components",0.00,,,,,0,,,,0,,No,No,0,,,Yes,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:01",miele-compact-c2-quartz-white-canister-vacuum,miele-compact-c2-quartz-white-canister-vacuum.html,No,4,None,0,,0.000,0.0000,No,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0043,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,0.92,0.000,,0.00,Blue,,,,,Yes,No,,,,"2016-04-27 13:47:01",,,,,0.00,test,,,,No,,,,,,,,Cartridge,No,AirClean,,,,,0,4002515536599,,Yes,,Yes,,,,,0,No,0,No,,,,,,,,,,"Standard Crevice Nozzle","Standard Dusting Brush",,"SBB 300-3 Parquet Twister Floor Tool",,,,,"SEB 217-3 Midsize Direct Connect Power Nozzle",,"Standard Upholstery Tool","Telescopic Stainless Steel Wand",Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Vortex,0,,0,,,,,,,,"Use config","Use config",,,"Miele Compact C2 Topaz Blue Canister Vacuum",,,,,,33.00,"Product Info Column",,No,No,No,,,Topaz,41DAE032USA,http://www.mieleusa.com/MieleMedia/docs/products/OpIn/manuals_pdf/Vacuums/Compact_C2.pdf,,Yes,Yes,No,0.00,,Yes,6,No,749.0000,,Yes,"Compact C2",,0.00,0.00,,Yes,https://youtu.be/Sxi-KzQMNw4,"7 Year Motor &amp; Casing, 1 Year All Other Components",0.00,,,,,0,,,,0,,Yes,Yes,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:01",miele-compact-c2-topaz-blue-canister-vacuum,miele-compact-c2-topaz-blue-canister-vacuum.html,No,4,None,0,,0.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0044,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,0.00,0.000,,0.00,White,,,,,Yes,No,,,,"2016-04-27 13:47:01",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,4002515536308,,No,,No,,,,,0,No,0,No,,,,,,,,,,"Crevice Nozzle","Dusting Brush",,,"Non-Electric Hose",,,,"SBD 350-3 Classic Combination Tool",,"Upholstery Tool","Telescopic Stainless Steel Wand",No,No,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Miele Classic C1 Olympus White Canister Vacuum",,,,,,29.50,"Product Info Column",,No,No,No,,,Olympus,41BAN030USA,,,No,No,No,0.00,,Yes,6,No,329.0000,,Yes,"Classic C1",,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:01",miele-classic-c1-olympus-white-canister-vacuum,miele-classic-c1-olympus-white-canister-vacuum.html,No,4,None,0,,0.000,0.0000,No,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0045,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,0.00,0.000,,0.00,Blue,,,,,Yes,No,,,,"2016-04-27 13:47:01",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,4002515536520,,No,,No,,,,,0,No,0,No,,,,,,,,,,"Standard Crevice Tool","Standard Dusting Brush",,,"Electric Hose",,,,"Deluxe Handle Grip with Electrobrush Control,SEB 217-3 Midsize Power Nozzle",,"Standard Upholstery Nozzle","Telescopic Stainless Steel Wand",Yes,No,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Miele Classic C1 Delphi Blue Canister Vacuum",,,,,,29.50,"Product Info Column",,No,No,No,,,Delphi,41BAN032USA,,,No,Yes,No,0.00,,No,6,No,499.0000,,Yes,"Classic C1",,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:01",miele-classic-c1-delphi-blue-canister-vacuum,miele-classic-c1-delphi-blue-canister-vacuum.html,No,4,None,0,,0.000,0.0000,No,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0046,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,0.00,0.000,,0.00,Red,,,,,Yes,No,,,,"2016-04-27 13:47:01",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,4002515536568,,No,,No,,,,,0,No,0,No,,,,,,,,,,"Standard Crevice Tool","Standard Dusting Brush",,"SBB 300-3 Parquet Twister Floor Tool","Electric Hose",,,,"Deluxe Handle Grip with Electrobrush Control,SEB 217-3 Midsize Direct Conect Power Nozzle",,"Standard Upholstery Nozzle","Telescopic Stainless Steel Wand",Yes,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Miele Classic C1 Titan Red Canister Vacuum",,,,,,0.00,"Product Info Column",,No,No,No,,,Titan,41BCN031USA,,,No,No,No,0.00,,No,6,No,599.0000,,Yes,"Classic C1",,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:01",miele-classic-c1-titan-red-canister-vacuum,miele-classic-c1-titan-red-canister-vacuum.html,No,4,None,0,,0.000,0.0000,No,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0047,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,0.00,0.000,,0.00,Grey,,,,,Yes,No,,,,"2016-04-27 13:47:01",,,,,0.00,test,,,,No,,,,,,,,,No,,,,,,0,4002515536513,,No,,No,,,,,0,No,0,No,,,,,,,,,,"Standard Crevice Tool","Standard Dusting Brush",,"SBB 300-3 Parquet Twister Floor Tool","Non-Electric Hose",,,,"STB 205-3 Turbo Brush",,"Standard Upholstery Nozzle","Telescopic Stainless Steel Wand",Yes,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Miele Classic C1 Capri Dark Grey Canister Vacuum",,,,,,29.50,"Product Info Column",,No,No,No,,,Capri,41BAN031USA,,,No,Yes,No,0.00,,Yes,6,No,399.0000,,Yes,"Classic C1",,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-27 13:47:01",miele-classic-c1-capri-dark-grey-canister-vacuum,miele-classic-c1-capri-dark-grey-canister-vacuum.html,No,4,None,0,,0.000,0.0000,No,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0048,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Sebo,,,,,,,,,,,,,,,,1.50,120.000,,15.00,Red,,,,,Yes,No,,,,"2016-04-27 13:47:01",,,,,63.00,test,,,,No,,,,,,,,,No,S-Class,,,,,0,,,Yes,,Yes,,,,,0,No,4,No,,,,,,,,,,"Crevice Tool","Horse Hair Bristle Dusting Brush",,,,,,,"Parquet Brush",,"Upholstery Nozzle",,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Airbelt D4 Canister",,,,,,52.00,"Product Info Column",,No,No,No,,,90630AM,,,,No,Yes,No,40.00,,Yes,0,No,660.0000,,Yes,Canister,,0.00,0.00,,Yes,https://www.youtube.com/watch?feature=player_embedded&amp;v=ZcWK0p0J6cQ,"5 Year Limited Warranty",0.00,,,,,0,,,,0,,No,No,2700,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-27 13:47:01",airbelt-d4-canister,airbelt-d4-canister.html,No,4,None,0,,95.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0049,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Sebo,,,,,,,,,,,,,,,,0.80,120.000,,12.00,Black,,,,,Yes,No,,,,"2016-04-27 13:47:02",,,,,63.00,test,,,,No,,,,,,,,,No,S-Class,,,,,0,,,Yes,,Yes,,,,,0,No,4,No,,,,,,,,,,"Crevice Tool","Horse Hair Bristle Dusting Brush",,,,,,,"ET-1 Powerhead,Parquet Brush",,"Upholstery Nozzle",,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Airbelt K3 Canister",,,,,,37.00,"Product Info Column",,No,No,No,,,9688AM,,,,No,Yes,No,25.00,,Yes,0,No,789.0000,,Yes,Canister,,0.00,0.00,,Yes,,"5 Year Limited Warranty",0.00,,,,,0,,,,0,,Yes,Yes,2700,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-27 13:47:02",airbelt-k3-canister,airbelt-k3-canister.html,No,4,None,0,,110.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0050,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Sebo,,,,,,,,,,,,,,,,0.80,120.000,,12.00,Red,,,,,Yes,No,,,,"2016-04-27 13:47:02",,,,,63.00,test,,,,No,,,,,,,,,No,S-Class,,,,,0,,,Yes,,Yes,,,,,0,No,4,No,,,,,,,,,,"Crevice Tool","Horse Hair Bristle Dusting Brush",,,,,,,"ET-1 Powerhead,Parquet Brush",,"Upholstery Nozzle",,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Airbelt K3 Canister",,,,,,37.00,"Product Info Column",,No,No,No,,,9687AM,,,,No,Yes,No,25.00,,Yes,0,No,789.0000,,Yes,Canister,,0.00,0.00,,Yes,,"5 Year Limited Warranty",0.00,,,,,0,,,,0,,Yes,Yes,2700,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-27 13:47:02",airbelt-k3-canister,airbelt-k3-canister-431.html,No,4,None,0,,110.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0051,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Sebo,,,,,,,,,,,,,,,,0.80,120.000,,12.00,Orange,,,,,Yes,No,,,,"2016-04-27 13:47:02",,,,,63.00,test,,,,No,,,,,,,,,No,S-Class,,,,,0,,,Yes,,Yes,,,,,0,No,4,No,,,,,,,,,,"Crevice Tool","Horse Hair Bristle Dusting Brush",,,,,,,"Parquet Brush",,"Upholstery Nozzle",,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Airbelt K3 Canister",,,,,,37.00,"Product Info Column",,No,No,No,,,9689AM,,,,No,Yes,No,25.00,,Yes,0,No,789.0000,,Yes,Canister,,0.00,0.00,,Yes,,"5 Year Limited Warranty",0.00,,,,,0,,,,0,,Yes,Yes,2700,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-27 13:47:02",airbelt-k3-canister,airbelt-k3-canister-432.html,No,4,None,0,,110.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0052,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,1.19,0.000,,0.00,Red,,,,,Yes,No,,,,"2016-04-27 13:47:02",,,,,0.00,test,,,,No,,,,,,,,Cartridge,No,"HEPA/HA 50",,,,,0,,,Yes,,Yes,,,,,0,No,0,Yes,,,,,,,,,,"Extended Crevice Tool","Standard Dusting Brush,Universal Dusting Brush",,,,,,,"Combination Floor Tool",,"Standard Upholstery Tool","Stainless Steel Telescopic Wand",Yes,Yes,No,No,Yes,,No,,,,,,,,Miele,,,,,,,,,,,,,,,,,,,Vortex,0,,0,,,,,,,,"Use config","Use config",,,"Complete C3 HomeCare Canister",,,,,,36.00,"Product Info Column",,No,No,No,,,HomeCare,41GFE038USA,http://www.mieleusa.com/MieleMedia/docs/products/OpIn/manuals_pdf/Vacuums/Complete_C3_%20Alize_Calima_Cat_Dog_HomeCare_Kona_Marin.pdf,,Yes,Yes,No,0.00,,Yes,6,Yes,0.0000,,Yes,"Complete C3",,0.00,0.00,,Yes,,"7 Year Motor &amp; Casing, 1 Year All Other Components",0.00,,,,,0,,,,0,,Yes,Yes,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:02",complete-c3-homecare-canister,complete-c3-homecare-canister.html,No,4,Digital,0,,0.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0053,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,1.19,0.000,,0.00,Red,,,,,Yes,No,,,,"2016-04-27 13:47:02",,,,,0.00,test,,,,No,,,,,,,,Cartridge,No,"HEPA/HA 50",,,,,0,,,Yes,,Yes,,,,,0,Yes,0,Yes,,,,,,,,,,"Extended Crevice Tool,Extended Flexible Crevice Tool","Dusting Brush",,"Electro Premium Electrobrush",,,,,,,"Standard Upholstery Tool","Stainless Steel Telescopic wand",Yes,Yes,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Vortex,0,,0,,,,,,,,"Use config","Use config",,,"Complete C3 HomeCare Plus Canister",,,,,,36.00,"Product Info Column",,No,No,No,,,"HomeCare Plus",41GPE031USA,http://www.mieleusa.com/MieleMedia/docs/products/OpIn/manuals_pdf/Vacuums/Complete_C3_%20Alize_Calima_Cat_Dog_HomeCare_Kona_Marin.pdf,,Yes,Yes,No,0.00,,Yes,6,Yes,0.0000,,Yes,"Complete C3",,0.00,0.00,,Yes,,"10 Year Motor, 5 Year All Other Components Warranty",0.00,,,,,0,,,,0,,Yes,Yes,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:02",complete-c3-homecare-plus-canister,complete-c3-homecare-plus-canister.html,No,4,Digital,0,,0.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0054,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,1.19,0.000,,0.00,Green,,,,,Yes,No,,,,"2016-04-27 13:47:02",,,,,0.00,test,,,,No,,,,,,,,Cartridge,No,"HEPA/HA 50",,,,,0,4002515585863,,Yes,,Yes,,,,,0,Yes,0,Yes,,,,,,,,,,"Standard Crevice Tool","Dusting Brush",,"Turbo Comfort Turbobrush",,,,,"Combination Floor Tool",,"Standard Upholstery Tool","Telescopic Stainless Steel wand",Yes,Yes,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Vortex,0,,0,,,,,,,,"Use config","Use config",,,"Complete C3 Limited Edition Canister",,,,,,36.00,"Product Info Column",,No,No,No,,,"Limited Edition",41GDE032CDN,http://www.mieleusa.com/MieleMedia/docs/products/OpIn/manuals_pdf/Vacuums/Complete_C3_%20Alize_Calima_Cat_Dog_HomeCare_Kona_Marin.pdf,,Yes,Yes,No,0.00,,Yes,6,Yes,449.0000,,Yes,"Complete C3",,0.00,0.00,,Yes,,"10 Year Motor, 5 Year All Other Components Warranty",0.00,,,,,0,,,,0,,Yes,Yes,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:02",complete-c3-limited-edition-canister,complete-c3-limited-edition-canister.html,No,4,Digital,0,,0.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VC:0055,,"Canister Vacuum",simple,,,base,,,,0.000,0.00,,,,,,,,,,Miele,,,,,,,,,,,,,,,,1.19,0.000,,0.00,Red,,,,,Yes,No,,,,"2016-04-27 13:47:02",,,,,0.00,test,,,,No,,,,,,,,Cartridge,No,"HEPA/HA 50",,,,,0,,,Yes,,Yes,,,,,0,No,0,Yes,,,,,,,,,,"Extended Crevice Tool","Dusting Brush,Universal Dusting Brush",,,,,,,"Combination Floor Tool",,"Standard Upholstery Tool","Stainless Steel Telescopic Wand",Yes,Yes,No,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Vortex,0,,0,,,,,,,,"Use config","Use config",,,"Classic C1 HomeCare Canister",,,,,,36.00,"Product Info Column",,No,No,No,,,HomeCare,41BAN034USA,http://www.mieleusa.com/MieleMedia/docs/products/OpIn/manuals_pdf/Vacuums/Complete_C3_%20Alize_Calima_Cat_Dog_HomeCare_Kona_Marin.pdf,,Yes,Yes,No,0.00,,Yes,6,Yes,0.0000,,Yes,"Classic C1",,0.00,0.00,,Yes,,"7 Year Motor &amp; Casing, 1 Year All Other Components",0.00,,,,,0,,,,0,,Yes,Yes,0,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 13:47:02",classic-c1-homecare-canister,classic-c1-homecare-canister.html,No,4,Digital,0,,0.000,0.0000,No,,,Yes,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
